Participant ID;Test ID;Detection_range_in_Meters;FOD;Scenario;Whitecane_pos_X;Whitecane_pos_Y;Whitecane_orientation;Object_detected;Distance_to_object;Person_pos_X;Person_pos_Y;Person_orientation;Person_Speed;Object_collision;Object_pos_X;Object_pos_Y;Time_stamp;Timer
1;2;2;2;3;-6.508248;-5.377011;244.5359;Box17;0.638;-6.843749;-5.243071;296.7293;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:08.9964934
1;2;2;2;3;-6.508719;-5.375266;244.2671;Box17;0.634;-6.837691;-5.243305;296.7394;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.0162668
1;2;2;2;3;-6.502367;-5.371653;244.3788;Box17;0.634;-6.831175;-5.24388;296.7257;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.0393694
1;2;2;2;3;-6.496519;-5.368464;244.3249;Box17;0.630;-6.824722;-5.244926;296.6675;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.0596305
1;2;2;2;3;-6.489654;-5.364877;244.0806;Box17;0.626;-6.812084;-5.247102;296.486;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.0788567
1;2;2;2;3;-6.475848;-5.3594;243.8377;Box17;0.621;-6.799094;-5.249224;296.2234;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.0886947
1;2;2;2;3;-6.468516;-5.359595;243.8141;Box17;0.613;-6.785774;-5.252228;295.9871;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.0985676
1;2;2;2;3;-6.461337;-5.35756;243.7449;Box17;0.609;-6.778648;-5.25362;295.8725;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.1118705
1;2;2;2;3;-6.463059;-5.361257;243.5812;Box17;0.605;-6.771921;-5.255267;295.7839;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.1216698
1;2;2;2;3;-6.45577;-5.360672;243.3002;Box17;0.606;-6.76453;-5.257465;295.6989;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.1313661
1;2;2;2;3;-6.448102;-5.360289;243.1135;Box17;0.602;-6.757278;-5.258896;295.5947;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.1414884
1;2;2;2;3;-6.447797;-5.364663;242.8201;Box17;0.598;-6.749874;-5.260814;295.4714;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.1528296
1;2;2;2;3;-6.440565;-5.364519;242.6799;Box17;0.598;-6.742442;-5.263204;295.3602;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.1761551
1;2;2;2;3;-6.4325;-5.365768;242.6688;Box17;0.594;-6.735025;-5.265111;295.2678;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.1861746
1;2;2;2;3;-6.420698;-5.372484;243.0085;Box17;0.591;-6.719261;-5.270004;295.1269;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.1973545
1;2;2;2;3;-6.411758;-5.374739;243.3316;Box17;0.586;-6.711377;-5.272561;295.1011;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.2085717
1;2;2;2;3;-6.407464;-5.380523;243.5997;Box17;0.582;-6.703342;-5.27552;295.082;0;;-6.132;0.3;5/5/2020 9:25:56 AM;00:00:09.2197086
1;2;2;2;3;-6.39921;-5.382874;243.7934;Box17;0.581;-6.69543;-5.278518;295.0878;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.2339705
1;2;2;2;3;-6.389763;-5.386699;244.0437;Box17;0.577;-6.688085;-5.281615;295.0882;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.2438790
1;2;2;2;3;-6.385101;-5.393188;244.1264;Box17;0.574;-6.680501;-5.28482;295.057;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.2536175
1;2;2;2;3;-6.3744;-5.395573;244.2917;Box17;0.573;-6.67265;-5.287954;294.987;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.2643895
1;2;2;2;3;-6.364875;-5.400443;244.4814;Box17;0.569;-6.664549;-5.290648;294.9113;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.2755809
1;2;2;2;3;-6.361611;-5.40773;244.6848;Box17;0.566;-6.656743;-5.293936;294.8892;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.2867603
1;2;2;2;3;-6.350507;-5.413141;245.1962;Box17;0.566;-6.648781;-5.297476;294.903;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3007569
1;2;2;2;3;-6.340075;-5.419087;245.6867;Box17;0.563;-6.64099;-5.300554;294.8704;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3108412
1;2;2;2;3;-6.333213;-5.426327;246.1705;Box17;0.561;-6.633191;-5.303836;294.7749;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3311904
1;2;2;2;3;-6.322072;-5.43175;246.6008;Box17;0.560;-6.625229;-5.307394;294.6648;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3425985
1;2;2;2;3;-6.305446;-5.447148;247.2555;Box17;0.558;-6.609508;-5.313859;294.5696;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3537830
1;2;2;2;3;-6.293247;-5.452671;247.6108;Box17;0.557;-6.601553;-5.317166;294.5126;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3669485
1;2;2;2;3;-6.282951;-5.460229;247.8383;Box17;0.555;-6.593544;-5.320457;294.5266;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3764814
1;2;2;2;3;-6.274909;-5.467792;248.0046;Box17;0.554;-6.585058;-5.323586;294.6263;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3872447
1;2;2;2;3;-6.262499;-5.474547;248.1264;Box17;0.555;-6.57691;-5.327067;294.7397;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.3984316
1;2;2;2;3;-6.251791;-5.481965;248.3401;Box17;0.554;-6.568882;-5.330094;294.9145;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.4097008
1;2;2;2;3;-6.24392;-5.491525;248.8434;Box17;0.555;-6.561387;-5.333269;295.0391;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.4229201
1;2;2;2;3;-6.23315;-5.500273;249.2326;Box17;0.557;-6.553836;-5.336383;295.1241;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.4328745
1;2;2;2;3;-6.222104;-5.508697;250.1695;Box17;0.558;-6.546551;-5.339148;295.1811;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.4431885
1;2;2;2;3;-6.216902;-5.523758;251.2431;Box17;0.560;-6.539333;-5.341953;295.2193;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.4542391
1;2;2;2;3;-6.207376;-5.53458;252.2148;Box17;0.565;-6.531774;-5.344807;295.2619;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.4656208
1;2;2;2;3;-6.202578;-5.54411;253.0342;Box17;0.569;-6.524774;-5.347296;295.2628;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.4887407
1;2;2;2;3;-6.195703;-5.553904;253.7291;Box17;0.573;-6.518109;-5.349848;295.2502;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.5080601
1;2;2;2;3;-6.181076;-5.575686;255.2848;Box17;0.577;-6.504662;-5.354544;295.132;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.5283312
1;2;2;2;3;-6.173803;-5.586042;256.1205;Box17;0.586;-6.498374;-5.356878;295.0351;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.5478062
1;2;2;2;3;-6.159926;-5.608468;257.6116;Box17;0.591;-6.486147;-5.360442;294.6891;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.5573044
1;2;2;2;3;-6.148208;-5.629529;258.8459;Box17;0.602;-6.474227;-5.364006;294.4088;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.5707466
1;2;2;2;3;-6.137328;-5.638428;259.3286;Box17;0.614;-6.468294;-5.36556;294.2899;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.5805442
1;2;2;2;3;-6.133031;-5.649479;259.8683;null;0.000;-6.462451;-5.367203;294.128;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.5905694
1;2;2;2;3;-6.126601;-5.659068;260.4236;null;0.000;-6.456377;-5.368639;293.9535;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.6002392
1;2;2;2;3;-6.114829;-5.666096;260.9232;null;0.000;-6.450603;-5.369951;293.7832;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.6107104
1;2;2;2;3;-6.107781;-5.674472;261.4898;null;0.000;-6.444381;-5.371268;293.6865;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.6239550
1;2;2;2;3;-6.101591;-5.683017;262.0956;null;0.000;-6.438587;-5.372885;293.5606;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.6434045
1;2;2;2;3;-6.09293;-5.690358;262.7589;null;0.000;-6.432771;-5.374012;293.3984;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.6625262
1;2;2;2;3;-6.08346;-5.708076;264.231;null;0.000;-6.42094;-5.376605;293.2019;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.6827400
1;2;2;2;3;-6.07805;-5.716204;264.9628;null;0.000;-6.414869;-5.37763;293.1401;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7015144
1;2;2;2;3;-6.06796;-5.731201;266.387;null;0.000;-6.402505;-5.38033;293.0522;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7149591
1;2;2;2;3;-6.049802;-5.739179;267.6281;null;0.000;-6.389586;-5.381961;292.985;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7247203
1;2;2;2;3;-6.044454;-5.744489;268.1542;null;0.000;-6.38325;-5.382775;292.9227;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7343005
1;2;2;2;3;-6.032872;-5.746114;268.5955;null;0.000;-6.37688;-5.383687;292.845;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7447382
1;2;2;2;3;-6.029807;-5.752528;269.0131;null;0.000;-6.370703;-5.384292;292.754;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7559314
1;2;2;2;3;-6.024602;-5.756222;269.2131;null;0.000;-6.364298;-5.384902;292.6519;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7694371
1;2;2;2;3;-6.019689;-5.760089;269.127;null;0.000;-6.357757;-5.385315;292.5152;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7796741
1;2;2;2;3;-6.014665;-5.762709;269.007;null;0.000;-6.351578;-5.385924;292.416;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.7989620
1;2;2;2;3;-6.00959;-5.765465;268.932;null;0.000;-6.344828;-5.386132;292.344;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8086401
1;2;2;2;3;-6.007477;-5.768524;268.5551;null;0.000;-6.338196;-5.386078;292.2875;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8184557
1;2;2;2;3;-6.001431;-5.768414;268.339;null;0.000;-6.331282;-5.386478;292.2936;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8317464
1;2;2;2;3;-5.996912;-5.769385;268.2054;null;0.000;-6.324457;-5.386676;292.283;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8416519
1;2;2;2;3;-5.990283;-5.769895;268.1104;null;0.000;-6.317129;-5.386709;292.3818;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8517274
1;2;2;2;3;-5.985929;-5.770173;268.1847;null;0.000;-6.309798;-5.386654;292.4537;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8615810
1;2;2;2;3;-5.98157;-5.769988;268.2864;null;0.000;-6.302555;-5.386656;292.6119;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8714447
1;2;2;2;3;-5.969765;-5.762252;268.112;null;0.000;-6.295282;-5.386095;292.7745;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8846136
1;2;2;2;3;-5.965203;-5.760725;268.0735;null;0.000;-6.287945;-5.385848;292.9074;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.8944971
1;2;2;2;3;-5.960632;-5.759284;267.9916;null;0.000;-6.280142;-5.385315;293.1052;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.9043530
1;2;2;2;3;-5.952311;-5.753729;267.6457;null;0.000;-6.272527;-5.384734;293.3373;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.9142154
1;2;2;2;3;-5.946522;-5.749463;267.3361;null;0.000;-6.265169;-5.383673;293.5802;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.9236967
1;2;2;2;3;-5.942037;-5.7458;266.9094;null;0.000;-6.257507;-5.382886;293.8361;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.9373110
1;2;2;2;3;-5.931944;-5.737205;266.3629;null;0.000;-6.249859;-5.382119;294.0829;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.9569986
1;2;2;2;3;-5.925248;-5.730448;265.8698;null;0.000;-6.24229;-5.381154;294.3427;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.9681676
1;2;2;2;3;-5.910251;-5.714061;264.5979;null;0.000;-6.2266;-5.378725;294.8295;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.9792732
1;2;2;2;3;-5.905632;-5.707529;263.8705;null;0.000;-6.218379;-5.377569;295.0668;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:09.9904506
1;2;2;2;3;-5.90115;-5.700663;263.0824;null;0.000;-6.210504;-5.376293;295.2978;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0039229
1;2;2;2;3;-5.890484;-5.688301;262.2637;null;0.000;-6.202587;-5.37477;295.4816;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0137040
1;2;2;2;3;-5.88596;-5.68057;261.4812;null;0.000;-6.194344;-5.373416;295.6871;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0237781
1;2;2;2;3;-5.88141;-5.672954;260.6853;null;0.000;-6.186365;-5.371968;295.8562;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0351218
1;2;2;2;3;-5.880435;-5.667652;259.7226;null;0.000;-6.178427;-5.370489;296.0005;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0463747
1;2;2;2;3;-5.873827;-5.657236;258.7785;null;0.000;-6.17047;-5.368813;296.1407;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0599617
1;2;2;2;3;-5.869597;-5.648756;257.7299;null;0.000;-6.162618;-5.367005;296.285;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0697897
1;2;2;2;3;-5.86517;-5.639373;256.4442;null;0.000;-6.154449;-5.365005;296.3461;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0796094
1;2;2;2;3;-5.859523;-5.628747;255.3106;null;0.000;-6.146185;-5.36295;296.4055;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.0912235
1;2;2;2;3;-5.855864;-5.619317;254.08;null;0.000;-6.137941;-5.36124;296.4938;0;;-6.132;0.3;5/5/2020 9:25:57 AM;00:00:10.1110095
1;2;2;2;3;-5.849139;-5.606812;252.6512;Box34;2.255;-6.129434;-5.359612;296.8596;0;;-3.764001;0.3;5/5/2020 9:25:57 AM;00:00:10.1338510
1;2;2;2;3;-5.844069;-5.596457;251.5587;Box34;2.245;-6.121255;-5.357664;297.1019;0;;-3.764001;0.3;5/5/2020 9:25:57 AM;00:00:10.1540565
1;2;2;2;3;-5.837277;-5.577288;249.4093;Box34;2.237;-6.104857;-5.353683;297.3165;0;;-3.764001;0.3;5/5/2020 9:25:57 AM;00:00:10.1737056
1;2;2;2;3;-5.824075;-5.551609;246.7679;Box25;1.107;-6.088964;-5.349897;297.4795;0;;-5.056;0.3;5/5/2020 9:25:57 AM;00:00:10.1932831
1;2;2;2;3;-5.815579;-5.528061;243.4757;Box25;1.083;-6.072896;-5.345534;297.5819;0;;-5.056;0.3;5/5/2020 9:25:57 AM;00:00:10.2165438
1;2;2;2;3;-5.811654;-5.508147;240.1488;Box25;1.065;-6.057461;-5.34189;297.7646;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.2264649
1;2;2;2;3;-5.804396;-5.487126;237.5832;Box25;1.052;-6.041989;-5.33858;298.0279;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.2378101
1;2;2;2;3;-5.802305;-5.477986;236.2867;Box25;1.036;-6.034769;-5.336812;298.1133;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.2479548
1;2;2;2;3;-5.795078;-5.465073;235.3861;Box25;1.030;-6.027493;-5.335083;298.1599;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.2670934
1;2;2;2;3;-5.792768;-5.456495;234.3022;Box25;1.019;-6.020101;-5.33323;298.2038;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.2806778
1;2;2;2;3;-5.790647;-5.448247;233.3097;Box25;1.013;-6.013073;-5.331019;298.2361;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.2922059
1;2;2;2;3;-5.783475;-5.428751;231.4608;Box25;1.007;-5.999374;-5.327357;298.1955;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3032516
1;2;2;2;3;-5.781026;-5.421498;230.9549;Box25;0.993;-5.993326;-5.326061;298.0567;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3144289
1;2;2;2;3;-5.77335;-5.410244;230.0881;Box25;0.988;-5.986844;-5.32448;297.9571;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3254924
1;2;2;2;3;-5.770667;-5.403255;229.5568;Box25;0.977;-5.980722;-5.322759;297.7909;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3391765
1;2;2;2;3;-5.768058;-5.396141;228.7052;Box25;0.972;-5.974622;-5.321033;297.6655;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3493018
1;2;2;2;3;-5.764223;-5.387936;227.7456;Box25;0.967;-5.968581;-5.319775;297.4749;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3591670
1;2;2;2;3;-5.761512;-5.382107;226.8574;Box25;0.961;-5.962786;-5.318155;297.2591;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3702672
1;2;2;2;3;-5.758675;-5.376102;226.0751;Box25;0.956;-5.957514;-5.316657;296.9994;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3813626
1;2;2;2;3;-5.751993;-5.369245;225.6555;Box25;0.952;-5.951977;-5.314919;296.765;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.3953148
1;2;2;2;3;-5.748034;-5.365097;225.5549;Box25;0.944;-5.946567;-5.313314;296.4739;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.4060724
1;2;2;2;3;-5.743904;-5.360865;225.4716;Box25;0.939;-5.941361;-5.311454;296.1464;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.4270998
1;2;2;2;3;-5.737588;-5.356085;225.872;Box25;0.934;-5.936213;-5.309989;295.7823;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.4473634
1;2;2;2;3;-5.728831;-5.350966;226.6027;Box25;0.928;-5.925927;-5.306607;295.003;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.4674565
1;2;2;2;3;-5.716627;-5.344534;226.5833;Box25;0.919;-5.915807;-5.303829;294.2251;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.4905695
1;2;2;2;3;-5.713909;-5.345201;226.3553;Box25;0.908;-5.910429;-5.30238;293.8484;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5006723
1;2;2;2;3;-5.703475;-5.342243;225.7376;Box25;0.906;-5.899836;-5.299526;293.1723;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5107677
1;2;2;2;3;-5.698456;-5.341558;225.3749;Box25;0.897;-5.894348;-5.298073;292.8716;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5208444
1;2;2;2;3;-5.68831;-5.339044;225.2618;Box25;0.893;-5.888779;-5.296584;292.5951;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5309458
1;2;2;2;3;-5.682143;-5.338903;225.1213;Box25;0.885;-5.883093;-5.295238;292.3831;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5452335
1;2;2;2;3;-5.678102;-5.33886;224.7724;Box25;0.880;-5.877738;-5.294046;292.1782;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5551310
1;2;2;2;3;-5.669562;-5.339624;225.1574;Box25;0.878;-5.871933;-5.292791;291.9785;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5652979
1;2;2;2;3;-5.665207;-5.342799;225.8222;Box25;0.872;-5.865988;-5.2915;291.8351;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5846463
1;2;2;2;3;-5.659639;-5.34528;225.9734;Box25;0.870;-5.860104;-5.290048;291.7088;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.5945777
1;2;2;2;3;-5.643283;-5.345608;224.3936;Box25;0.867;-5.848092;-5.287498;291.461;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6080094
1;2;2;2;3;-5.638214;-5.351181;224.2077;Box25;0.856;-5.842225;-5.285939;291.3023;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6179287
1;2;2;2;3;-5.620675;-5.345895;224.3779;Box25;0.855;-5.836039;-5.284643;291.1499;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6278568
1;2;2;2;3;-5.613878;-5.349493;224.5019;Box25;0.841;-5.829724;-5.283218;291.0151;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6383404
1;2;2;2;3;-5.606801;-5.35352;224.2081;Box25;0.838;-5.823416;-5.281552;290.8713;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6494712
1;2;2;2;3;-5.599525;-5.357873;223.9976;Box25;0.835;-5.817098;-5.280163;290.6988;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6630130
1;2;2;2;3;-5.591255;-5.363316;224.6079;Box25;0.832;-5.810698;-5.278849;290.5282;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6728905
1;2;2;2;3;-5.583003;-5.369184;225.3467;Box25;0.829;-5.804248;-5.2774;290.3585;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6829866
1;2;2;2;3;-5.576042;-5.376278;226.5408;Box25;0.827;-5.797637;-5.276339;290.2068;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.6943196
1;2;2;2;3;-5.567117;-5.381657;227.5795;Box25;0.826;-5.790754;-5.275088;290.0701;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.7053328
1;2;2;2;3;-5.558839;-5.387824;228.2649;Box25;0.823;-5.783905;-5.273895;289.9054;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.7189835
1;2;2;2;3;-5.54977;-5.393225;228.8719;Box25;0.821;-5.777044;-5.272909;289.7415;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.7387568
1;2;2;2;3;-5.540769;-5.399747;229.4697;Box25;0.818;-5.770417;-5.271987;289.5643;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.7584443
1;2;2;2;3;-5.523266;-5.412678;229.9675;Box25;0.816;-5.756758;-5.270033;289.1673;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.7784599
1;2;2;2;3;-5.513385;-5.418492;230.2559;Box25;0.813;-5.749665;-5.269028;288.9455;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8014530
1;2;2;2;3;-5.492064;-5.431535;231.3821;Box25;0.810;-5.735671;-5.266947;288.526;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8115729
1;2;2;2;3;-5.466572;-5.443018;233.5279;Box25;0.806;-5.721576;-5.265461;288.0854;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8215605
1;2;2;2;3;-5.453989;-5.448967;234.8031;Box25;0.799;-5.714136;-5.264835;287.8667;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8315889
1;2;2;2;3;-5.441303;-5.454992;236.2585;Box25;0.796;-5.706517;-5.264003;287.686;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8415008
1;2;2;2;3;-5.428858;-5.461049;237.7455;Box25;0.794;-5.698641;-5.263392;287.538;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8550858
1;2;2;2;3;-5.415802;-5.467645;239.562;Box25;0.791;-5.690959;-5.262711;287.4279;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8650706
1;2;2;2;3;-5.402534;-5.473152;241.2491;Box25;0.789;-5.683102;-5.262311;287.309;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8751395
1;2;2;2;3;-5.388359;-5.479252;242.7685;Box25;0.787;-5.675609;-5.26201;287.1711;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.8946690
1;2;2;2;3;-5.377112;-5.48611;244.1957;Box25;0.785;-5.667904;-5.261867;286.9727;0;;-5.056;0.3;5/5/2020 9:25:58 AM;00:00:10.9139998
1;2;2;2;3;-5.349812;-5.497631;247.3263;Box34;1.774;-5.652664;-5.261359;286.4212;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:10.9372719
1;2;2;2;3;-5.337415;-5.503584;248.9076;Box34;1.753;-5.644903;-5.261297;286.2131;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:10.9473526
1;2;2;2;3;-5.309546;-5.514285;252.0721;Box34;1.744;-5.629287;-5.260861;285.6932;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:10.9571058
1;2;2;2;3;-5.298074;-5.520115;253.4181;Box34;1.722;-5.621652;-5.260769;285.33;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:10.9671489
1;2;2;2;3;-5.284949;-5.523597;254.4004;Box34;1.714;-5.614048;-5.26046;284.9505;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:10.9808823
1;2;2;2;3;-5.27229;-5.528269;255.1461;Box34;1.703;-5.606183;-5.260213;284.5956;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:10.9906686
1;2;2;2;3;-5.260627;-5.532111;255.7947;Box34;1.694;-5.598498;-5.260064;284.2728;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:11.0071647
1;2;2;2;3;-5.23601;-5.537207;256.5677;Box34;1.685;-5.583445;-5.259931;283.6115;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:11.0297373
1;2;2;2;3;-5.212827;-5.54274;256.9265;Box34;1.665;-5.567756;-5.259865;283.0686;0;;-3.764001;0.3;5/5/2020 9:25:58 AM;00:00:11.0517975
